ablation,video_file,video_timestamp_sec,prediction,ground_truth,combined_score,image_score,sensor_boost,correct
ablation2,flood_video_20251005_150218.mp4,19.5,2,2,0.9667834899539461,0.9667834899539461,0.0,True
ablation2,flood_video_20251005_150218.mp4,16.0,2,2,1.8306423086634276,1.8306423086634276,0.0,True
ablation2,flood_video_20251005_150218.mp4,0.5,1,2,0.35176757725377455,0.35176757725377455,0.0,False
ablation2,flood_video_20251005_150218.mp4,17.0,2,2,2.12214866686769,2.12214866686769,0.0,True
ablation2,flood_video_20251005_150218.mp4,20.5,2,2,0.8216905291019265,0.8216905291019265,0.0,True
ablation2,flood_video_20251005_150218.mp4,14.0,2,2,1.9394537391771194,1.9394537391771194,0.0,True
ablation2,flood_video_20251005_150218.mp4,21.5,2,2,1.7111872808347257,1.7111872808347257,0.0,True
ablation2,flood_video_20251005_150218.mp4,18.0,2,2,2.597192503003165,2.597192503003165,0.0,True
ablation2,flood_video_20251005_150218.mp4,2.5,0,2,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,18.5,2,2,2.3430449457471423,2.3430449457471423,0.0,True
ablation2,flood_video_20251005_150218.mp4,22.5,2,2,1.5537082236313402,1.5537082236313402,0.0,True
ablation2,flood_video_20251005_150218.mp4,15.0,2,2,3.269067111320195,3.269067111320195,0.0,True
ablation2,flood_video_20251005_150218.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_150218.mp4,12.0,2,2,2.5717651305024742,2.5717651305024742,0.0,True
ablation2,flood_video_20251005_150218.mp4,23.5,2,2,1.0084956906097426,1.0084956906097426,0.0,True
ablation2,flood_video_20251005_150218.mp4,6.0,2,2,1.2570080125564278,1.2570080125564278,0.0,True
ablation2,flood_video_20251005_150218.mp4,24.5,2,2,2.0104922308873996,2.0104922308873996,0.0,True
ablation2,flood_video_20251005_150218.mp4,13.0,2,2,2.040719039431245,2.040719039431245,0.0,True
ablation2,flood_video_20251005_150218.mp4,4.0,0,2,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,27.0,0,1,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,15.0,2,2,3.269067111320195,3.269067111320195,0.0,True
ablation2,flood_video_20251005_150218.mp4,10.0,2,2,3.099732288802458,3.099732288802458,0.0,True
ablation2,flood_video_20251005_150218.mp4,12.0,2,2,2.5717651305024742,2.5717651305024742,0.0,True
ablation2,flood_video_20251005_150218.mp4,15.5,2,2,1.6926350140272899,1.6926350140272899,0.0,True
ablation2,flood_video_20251005_150218.mp4,20.0,2,2,0.9346836005382175,0.9346836005382175,0.0,True
ablation2,flood_video_20251005_150218.mp4,24.5,2,2,2.0220691962562913,2.0220691962562913,0.0,True
ablation2,flood_video_20251005_150218.mp4,24.0,2,2,1.4749739358043457,1.4749739358043457,0.0,True
ablation2,flood_video_20251005_150218.mp4,0.5,1,2,0.35176757725377455,0.35176757725377455,0.0,False
ablation2,flood_video_20251005_150218.mp4,4.0,0,2,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,21.5,2,2,1.7111872808347257,1.7111872808347257,0.0,True
ablation2,flood_video_20251005_150218.mp4,18.5,2,2,2.3430449457471423,2.3430449457471423,0.0,True
ablation2,flood_video_20251005_150218.mp4,2.0,0,2,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,27.0,0,1,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,22.0,2,2,2.143379038900949,2.143379038900949,0.0,True
ablation2,flood_video_20251005_150218.mp4,23.5,2,2,1.9646093632502473,1.9646093632502473,0.0,True
ablation2,flood_video_20251005_150218.mp4,25.5,2,2,1.0165903116979547,1.0165903116979547,0.0,True
ablation2,flood_video_20251005_150218.mp4,19.5,2,2,1.733708944877933,1.733708944877933,0.0,True
ablation2,flood_video_20251005_150218.mp4,6.0,2,2,1.2570080125564278,1.2570080125564278,0.0,True
ablation2,flood_video_20251005_150218.mp4,27.5,0,1,0.0,0.0,0.0,False
ablation2,flood_video_20251005_150218.mp4,12.5,2,2,2.709602430493492,2.709602430493492,0.0,True
ablation2,flood_video_20251005_150218.mp4,16.0,2,2,1.8306423086634276,1.8306423086634276,0.0,True
ablation2,flood_video_20251005_150218.mp4,17.0,2,2,2.3687182066090173,2.3687182066090173,0.0,True
ablation2,flood_video_20251005_150218.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_150218.mp4,8.0,2,2,1.8764398626250522,1.8764398626250522,0.0,True
ablation2,flood_video_20251005_150218.mp4,13.5,2,2,2.1103957884726965,2.1103957884726965,0.0,True
ablation2,flood_video_20251005_145739.mp4,27.5,0,0,0.005142141402909556,0.005142141402909556,0.0,True
ablation2,flood_video_20251005_145739.mp4,6.5,2,2,0.9138798589940533,0.9138798589940533,0.0,True
ablation2,flood_video_20251005_145739.mp4,11.5,0,1,0.09683097369442921,0.09683097369442921,0.0,False
ablation2,flood_video_20251005_145739.mp4,25.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,11.0,1,1,0.4261721075942839,0.4261721075942839,0.0,True
ablation2,flood_video_20251005_145739.mp4,19.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,0.5,0,2,0.2931919054580275,0.2931919054580275,0.0,False
ablation2,flood_video_20251005_145739.mp4,15.0,0,1,0.010621728634381994,0.010621728634381994,0.0,False
ablation2,flood_video_20251005_145739.mp4,21.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,2.5,2,2,0.6149011186683597,0.6149011186683597,0.0,True
ablation2,flood_video_20251005_145739.mp4,17.5,0,0,0.1060019906552557,0.1060019906552557,0.0,True
ablation2,flood_video_20251005_145739.mp4,13.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,4.5,0,2,0.16235093773291756,0.16235093773291756,0.0,False
ablation2,flood_video_20251005_145739.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,8.5,1,2,0.5983487871919956,0.5983487871919956,0.0,False
ablation2,flood_video_20251005_145739.mp4,23.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145739.mp4,12.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,29.5,0,0,0.0008917623219010522,0.0008917623219010522,0.0,True
ablation2,flood_video_20251005_145939.mp4,26.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,13.5,0,0,0.01553015955078151,0.01553015955078151,0.0,True
ablation2,flood_video_20251005_145939.mp4,9.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,20.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,0.5,0,0,0.008060572616976855,0.008060572616976855,0.0,True
ablation2,flood_video_20251005_145939.mp4,19.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,4.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,2.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,22.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,6.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,17.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,24.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,28.5,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,8.0,0,0,0.0017806718058402421,0.0017806718058402421,0.0,True
ablation2,flood_video_20251005_145939.mp4,15.0,0,0,0.0,0.0,0.0,True
ablation2,flood_video_20251005_145939.mp4,11.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,27.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,5.5,2,2,0.9692189653546868,0.9692189653546868,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,24.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,9.5,2,2,1.3902746333169547,1.3902746333169547,0.0,True
ablation2b,flood_video_20251005_145739.mp4,8.5,2,2,2.8537209762173,2.8537209762173,0.0,True
ablation2b,flood_video_20251005_145739.mp4,22.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,4.5,2,2,1.937727044006057,1.937727044006057,0.0,True
ablation2b,flood_video_20251005_145739.mp4,26.0,0,0,0.010376767442280504,0.010376767442280504,0.0,True
ablation2b,flood_video_20251005_145739.mp4,14.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,21.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,18.0,0,0,0.047567284745194435,0.047567284745194435,0.0,True
ablation2b,flood_video_20251005_145739.mp4,3.5,2,2,1.368272174558345,1.368272174558345,0.0,True
ablation2b,flood_video_20251005_145739.mp4,2.5,2,2,3.5335877653534844,3.5335877653534844,0.0,True
ablation2b,flood_video_20251005_145739.mp4,17.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,21.0,0,0,0.003944762818093503,0.003944762818093503,0.0,True
ablation2b,flood_video_20251005_145739.mp4,13.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,20.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,16.0,0,0,0.04878940039460018,0.04878940039460018,0.0,True
ablation2b,flood_video_20251005_145739.mp4,1.5,1,2,0.5631067431573233,0.5631067431573233,0.0,False
ablation2b,flood_video_20251005_145739.mp4,0.5,0,2,0.17910538066603343,0.17910538066603343,0.0,False
ablation2b,flood_video_20251005_145739.mp4,15.5,0,1,0.0313887690745106,0.0313887690745106,0.0,False
ablation2b,flood_video_20251005_145739.mp4,18.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,28.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,7.5,1,2,0.4813219072351161,0.4813219072351161,0.0,False
ablation2b,flood_video_20251005_145739.mp4,25.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,11.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_145739.mp4,10.5,1,2,0.36280600088226367,0.36280600088226367,0.0,False
ablation2b,flood_video_20251005_145739.mp4,24.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,6.5,2,2,1.8174550880910891,1.8174550880910891,0.0,True
ablation2b,flood_video_20251005_145739.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,20.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,17.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,2.0,2,2,0.7189432989555231,0.7189432989555231,0.0,True
ablation2b,flood_video_20251005_145739.mp4,0.5,0,2,0.17910538066603343,0.17910538066603343,0.0,False
ablation2b,flood_video_20251005_145739.mp4,16.0,0,0,0.04878940039460018,0.04878940039460018,0.0,True
ablation2b,flood_video_20251005_145739.mp4,21.0,0,0,0.003944762818093503,0.003944762818093503,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,8.5,2,2,3.029161610401376,3.029161610401376,0.0,True
ablation2b,flood_video_20251005_145739.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,26.0,0,0,0.010376767442280504,0.010376767442280504,0.0,True
ablation2b,flood_video_20251005_145739.mp4,7.5,2,2,1.6013496818605182,1.6013496818605182,0.0,True
ablation2b,flood_video_20251005_145739.mp4,11.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_145739.mp4,6.5,2,2,3.058927512662178,3.058927512662178,0.0,True
ablation2b,flood_video_20251005_145739.mp4,13.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,27.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,10.5,1,2,0.36280600088226367,0.36280600088226367,0.0,False
ablation2b,flood_video_20251005_145739.mp4,23.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,25.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,9.5,2,2,3.048645327167839,3.048645327167839,0.0,True
ablation2b,flood_video_20251005_145739.mp4,28.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,5.5,2,2,1.1836975043825881,1.1836975043825881,0.0,True
ablation2b,flood_video_20251005_145739.mp4,18.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,22.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,4.5,2,2,2.9983076223222103,2.9983076223222103,0.0,True
ablation2b,flood_video_20251005_145739.mp4,15.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_145739.mp4,3.5,1,2,0.35479289975005135,0.35479289975005135,0.0,False
ablation2b,flood_video_20251005_150257.mp4,28.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,10.0,2,2,3.459006951736059,3.459006951736059,0.0,True
ablation2b,flood_video_20251005_150257.mp4,24.5,2,0,0.7443388939915134,0.7443388939915134,0.0,False
ablation2b,flood_video_20251005_150257.mp4,14.0,2,2,5.114442622073684,5.114442622073684,0.0,True
ablation2b,flood_video_20251005_150257.mp4,6.5,0,2,0.2400260915818224,0.2400260915818224,0.0,False
ablation2b,flood_video_20251005_150257.mp4,5.0,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,13.0,2,2,5.828863494289921,5.828863494289921,0.0,True
ablation2b,flood_video_20251005_150257.mp4,24.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150257.mp4,9.0,2,2,0.8238966145589627,0.8238966145589627,0.0,True
ablation2b,flood_video_20251005_150257.mp4,27.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,23.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,16.0,2,2,0.7719662492562562,0.7719662492562562,0.0,True
ablation2b,flood_video_20251005_150257.mp4,4.0,0,1,0.20420198639047352,0.20420198639047352,0.0,False
ablation2b,flood_video_20251005_150257.mp4,20.0,2,2,2.928839781257708,2.928839781257708,0.0,True
ablation2b,flood_video_20251005_150257.mp4,19.0,2,2,5.5423841943314915,5.5423841943314915,0.0,True
ablation2b,flood_video_20251005_150257.mp4,3.5,0,0,0.0845555091795257,0.0845555091795257,0.0,True
ablation2b,flood_video_20251005_150257.mp4,15.0,2,2,3.9782311915703654,3.9782311915703654,0.0,True
ablation2b,flood_video_20251005_150257.mp4,22.5,0,1,0.0012516451953521772,0.0012516451953521772,0.0,False
ablation2b,flood_video_20251005_150257.mp4,0.5,0,1,0.044472003408348754,0.044472003408348754,0.0,False
ablation2b,flood_video_20251005_150257.mp4,2.5,0,0,0.02690356102859971,0.02690356102859971,0.0,True
ablation2b,flood_video_20251005_150257.mp4,18.0,2,2,7.129828711572812,7.129828711572812,0.0,True
ablation2b,flood_video_20251005_150257.mp4,22.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,21.0,2,1,0.9630235802674296,0.9630235802674296,0.0,False
ablation2b,flood_video_20251005_150257.mp4,17.0,2,2,6.309143170792652,6.309143170792652,0.0,True
ablation2b,flood_video_20251005_150257.mp4,1.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150257.mp4,8.0,0,2,0.29876024152862335,0.29876024152862335,0.0,False
ablation2b,flood_video_20251005_150257.mp4,12.5,2,2,3.9560045009311793,3.9560045009311793,0.0,True
ablation2b,flood_video_20251005_150257.mp4,27.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,29.5,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150257.mp4,25.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150257.mp4,11.5,2,2,4.794849855112019,4.794849855112019,0.0,True
ablation2b,flood_video_20251005_150257.mp4,7.5,0,2,0.20648034422187933,0.20648034422187933,0.0,False
ablation2b,flood_video_20251005_150218.mp4,22.5,2,2,4.66112467089402,4.66112467089402,0.0,True
ablation2b,flood_video_20251005_150218.mp4,26.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,12.0,2,2,7.715295391507422,7.715295391507422,0.0,True
ablation2b,flood_video_20251005_150218.mp4,13.0,2,2,6.122157118293735,6.122157118293735,0.0,True
ablation2b,flood_video_20251005_150218.mp4,25.0,2,2,6.084534585982848,6.084534585982848,0.0,True
ablation2b,flood_video_20251005_150218.mp4,21.5,2,2,5.133561842504177,5.133561842504177,0.0,True
ablation2b,flood_video_20251005_150218.mp4,2.5,2,2,2.1272075746877395,2.1272075746877395,0.0,True
ablation2b,flood_video_20251005_150218.mp4,17.0,2,2,6.36644600060307,6.36644600060307,0.0,True
ablation2b,flood_video_20251005_150218.mp4,6.0,2,2,1.7925261288659333,1.7925261288659333,0.0,True
ablation2b,flood_video_20251005_150218.mp4,7.0,2,2,2.7097292097978802,2.7097292097978802,0.0,True
ablation2b,flood_video_20251005_150218.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,16.0,2,2,5.491926925990283,5.491926925990283,0.0,True
ablation2b,flood_video_20251005_150218.mp4,3.5,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,4.0,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,8.0,2,2,7.471509607223252,7.471509607223252,0.0,True
ablation2b,flood_video_20251005_150218.mp4,29.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,18.5,2,2,7.029134837241427,7.029134837241427,0.0,True
ablation2b,flood_video_20251005_150218.mp4,0.5,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,1.0,2,2,1.2171073729612272,1.2171073729612272,0.0,True
ablation2b,flood_video_20251005_150218.mp4,18.0,2,2,7.791577509009495,7.791577509009495,0.0,True
ablation2b,flood_video_20251005_150218.mp4,28.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,9.5,2,2,4.843004910375783,4.843004910375783,0.0,True
ablation2b,flood_video_20251005_150218.mp4,5.0,2,2,1.6568676980949386,1.6568676980949386,0.0,True
ablation2b,flood_video_20251005_150218.mp4,10.5,2,2,9.016016980083538,9.016016980083538,0.0,True
ablation2b,flood_video_20251005_150218.mp4,27.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,20.5,2,2,2.4650715873057796,2.4650715873057796,0.0,True
ablation2b,flood_video_20251005_150218.mp4,14.0,2,2,5.818361217531358,5.818361217531358,0.0,True
ablation2b,flood_video_20251005_150218.mp4,24.0,2,2,6.524894990113421,6.524894990113421,0.0,True
ablation2b,flood_video_20251005_150218.mp4,23.5,2,2,3.025487071829228,3.025487071829228,0.0,True
ablation2b,flood_video_20251005_150218.mp4,15.0,2,2,9.807201333960585,9.807201333960585,0.0,True
ablation2b,flood_video_20251005_150218.mp4,19.5,2,2,2.9003504698618383,2.9003504698618383,0.0,True
ablation2b,flood_video_20251005_150218.mp4,26.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,11.5,2,2,8.361010445308365,8.361010445308365,0.0,True
ablation2b,flood_video_20251005_150218.mp4,19.5,2,2,2.9003504698618383,2.9003504698618383,0.0,True
ablation2b,flood_video_20251005_150218.mp4,23.0,2,2,4.975312411838651,4.975312411838651,0.0,True
ablation2b,flood_video_20251005_150218.mp4,3.5,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,4.0,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,1.0,2,2,1.2171073729612272,1.2171073729612272,0.0,True
ablation2b,flood_video_20251005_150218.mp4,24.0,2,2,6.524894990113421,6.524894990113421,0.0,True
ablation2b,flood_video_20251005_150218.mp4,20.0,2,2,5.826885639554028,5.826885639554028,0.0,True
ablation2b,flood_video_20251005_150218.mp4,13.5,2,2,6.291732824918411,6.291732824918411,0.0,True
ablation2b,flood_video_20251005_150218.mp4,28.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,9.5,2,2,4.843004910375783,4.843004910375783,0.0,True
ablation2b,flood_video_20251005_150218.mp4,10.5,2,2,9.016016980083538,9.016016980083538,0.0,True
ablation2b,flood_video_20251005_150218.mp4,29.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,14.5,2,2,7.352133177455357,7.352133177455357,0.0,True
ablation2b,flood_video_20251005_150218.mp4,11.5,2,2,8.361010445308365,8.361010445308365,0.0,True
ablation2b,flood_video_20251005_150218.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_150218.mp4,7.0,2,2,2.7097292097978802,2.7097292097978802,0.0,True
ablation2b,flood_video_20251005_150218.mp4,26.5,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,15.5,2,2,5.077905042081869,5.077905042081869,0.0,True
ablation2b,flood_video_20251005_150218.mp4,16.5,2,2,7.277230747930576,7.277230747930576,0.0,True
ablation2b,flood_video_20251005_150218.mp4,27.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,8.5,2,2,8.600229395086693,8.600229395086693,0.0,True
ablation2b,flood_video_20251005_150218.mp4,12.5,2,2,8.128807291480475,8.128807291480475,0.0,True
ablation2b,flood_video_20251005_150218.mp4,5.5,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,25.0,2,2,6.084534585982848,6.084534585982848,0.0,True
ablation2b,flood_video_20251005_150218.mp4,17.5,2,2,7.276551500753076,7.276551500753076,0.0,True
ablation2b,flood_video_20251005_150218.mp4,2.0,0,2,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,21.0,2,2,4.02786594660367,4.02786594660367,0.0,True
ablation2b,flood_video_20251005_150218.mp4,22.0,2,2,6.430137116702847,6.430137116702847,0.0,True
ablation2b,flood_video_20251005_150218.mp4,2.5,2,2,2.1272075746877395,2.1272075746877395,0.0,True
ablation2b,flood_video_20251005_150218.mp4,18.5,2,2,7.029134837241427,7.029134837241427,0.0,True
ablation2b,flood_video_20251005_150218.mp4,26.0,0,1,0.0,0.0,0.0,False
ablation2b,flood_video_20251005_150218.mp4,6.0,2,2,1.7925261288659333,1.7925261288659333,0.0,True
ablation2b,flood_video_20251005_145739.mp4,24.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,1.0,0,2,0.2808218225690403,0.2808218225690403,0.0,False
ablation2b,flood_video_20251005_145739.mp4,20.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,5.0,2,2,4.63719625300226,4.63719625300226,0.0,True
ablation2b,flood_video_20251005_145739.mp4,6.0,2,2,2.4557163007569214,2.4557163007569214,0.0,True
ablation2b,flood_video_20251005_145739.mp4,20.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,2.0,2,2,0.7189432989555231,0.7189432989555231,0.0,True
ablation2b,flood_video_20251005_145739.mp4,23.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,14.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,11.0,2,1,1.2785163227828518,1.2785163227828518,0.0,False
ablation2b,flood_video_20251005_145739.mp4,29.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,28.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,14.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,9.0,2,2,2.691502987532665,2.691502987532665,0.0,True
ablation2b,flood_video_20251005_145739.mp4,16.0,0,0,0.04878940039460018,0.04878940039460018,0.0,True
ablation2b,flood_video_20251005_145739.mp4,12.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,28.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,27.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,13.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,17.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,10.0,2,2,0.7879356761709052,0.7879356761709052,0.0,True
ablation2b,flood_video_20251005_145739.mp4,21.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,26.0,0,0,0.010376767442280504,0.010376767442280504,0.0,True
ablation2b,flood_video_20251005_145739.mp4,7.0,2,2,3.0575605052641412,3.0575605052641412,0.0,True
ablation2b,flood_video_20251005_145739.mp4,17.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,3.5,2,2,1.7580250573605427,1.7580250573605427,0.0,True
ablation2b,flood_video_20251005_145739.mp4,4.0,2,2,5.589682190148077,5.589682190148077,0.0,True
ablation2b,flood_video_20251005_145739.mp4,18.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,8.0,1,2,0.5227965797731743,0.5227965797731743,0.0,False
ablation2b,flood_video_20251005_145739.mp4,25.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145739.mp4,0.5,0,2,0.17910538066603343,0.17910538066603343,0.0,False
ablation2b,flood_video_20251005_145739.mp4,22.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,19.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,22.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,5.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,1.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,3.5,0,0,0.03987260454178029,0.03987260454178029,0.0,True
ablation2b,flood_video_20251005_145939.mp4,22.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,18.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,10.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,14.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,28.0,2,0,1.0665880639208631,1.0665880639208631,0.0,False
ablation2b,flood_video_20251005_145939.mp4,27.5,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,13.0,0,0,0.0,0.0,0.0,True
ablation2b,flood_video_20251005_145939.mp4,9.5,0,0,0.12018560896801846,0.12018560896801846,0.0,True
ablation2b,flood_video_20251005_145939.mp4,8.0,0,0,0.013899061298277018,0.013899061298277018,0.0,True
ablation2b,flood_video_20251005_145939.mp4,26.5,0,0,0.12862035879528533,0.12862035879528533,0.0,True
